cc_num,category,amt,gender,age,is_fraud
4958589671,4,1990,1,100,1
4599735407,11,122337,0,50,1
4048508450,2,10436,0,4,1
3597980945,12,32249,1,96,0
4481131401,2,11639,1,6,0
4839615922,11,37426,1,100,1
5718440999,4,3691,0,100,1
3051085660,4,8319,1,50,1
2288748891,11,17934,0,39,1
4550599031,2,785,0,33,1
3583793405,4,34319,0,16,0
3819902186,9,16000,1,80,1
3521417320,4,55273,0,12,0
4745996322,2,883,0,100,1
6304713680,4,17790,1,6,1
3537797820,4,28513,0,27,0
3772340096,4,28086,0,45,1
4003989662,4,18271,1,86,0
3582754887,8,38864,1,39,0
4377338765,4,18200,1,46,1
2131754871,4,34713,0,100,0
1800142622,4,21690,0,85,0
5020127767,4,46370,0,100,0
4377338765,8,38769,1,46,1
2131807426,2,13954,0,100,1
4045036286,9,34025,0,100,0
6762456008,4,13732,0,73,1
2719496466,9,38836,0,100,1
3596357274,8,37701,1,4,1
3559160581,12,38822,1,0,0
4826655832,3,6082,0,56,0
4839615922,8,38803,1,100,0
4736845434,2,19766,0,100,1
2131417125,4,84601,0,63,0
3615388042,12,35897,1,100,1
4961003488,9,34160,0,45,1
3589255887,4,7923,1,58,0
4308156300,11,13181,1,40,0
1800654790,4,6852,0,56,0
3710342935,2,2629,1,45,1
6761486219,2,14185,0,62,1
4957924165,4,27485,1,100,0
5038744073,3,11048,1,12,1
6759456907,2,1106,0,100,0
3462439406,3,5497,1,52,0
4681601008,4,72438,0,23,0
3055164394,8,1743,0,0,1
4334230547,8,38645,1,33,1
5738601935,4,7569,1,75,0
4179719215,4,1574,0,52,1
4481131401,8,37223,1,6,0
4255397449,8,37549,1,100,0
3553629419,4,18346,0,63,0
4393520897,9,18507,1,46,0
3853048994,2,853,0,86,1
6304848798,4,25827,1,4,1
5846735559,4,29907,0,100,0
3502088871,2,1260,1,18,0
4658117080,3,20598,1,86,0
3429524843,4,12248,0,80,1
4839615922,4,28182,1,100,0
4364010865,2,18215,1,100,1
4914700582,9,36830,1,100,1
5501083170,3,18914,1,45,1
6011104316,4,6037,0,69,1
6304417650,11,37858,0,45,0
4839615922,11,34211,1,100,1
3575789281,4,15766,0,92,1
3560336828,12,28703,1,100,0
3024292118,2,2219,1,90,0
4514242065,2,8907,0,86,1
4861310130,4,70679,0,23,1
4862293128,2,46,0,96,0
4681699462,3,2968,1,23,0
4514242065,2,7597,0,86,1
3560246577,11,51580,0,100,0
4538566639,11,38482,1,39,0
3514865930,2,8789,1,33,0
3496127649,4,18408,1,63,1
1800481850,4,58285,0,6,1
2131266626,2,9645,1,16,0
3585740823,2,9537,1,100,0
6390239843,3,29624,0,100,1
4769426683,4,30700,0,100,1
4319584480,2,8997,0,79,1
3004433081,4,64333,0,69,1
3772340096,11,35914,0,45,1
4560395181,3,9593,0,4,0
3759045276,8,36577,1,100,0
3758489823,8,38966,1,100,1
3769444815,4,1001,0,90,1
3531129874,8,35374,0,12,1
4536996888,3,17855,1,4,0
4642255475,4,18509,0,75,0
2706977570,9,21654,1,29,0
4839615922,4,30183,1,100,0
4642894980,3,8525,1,98,1
4450831335,8,20678,0,10,1
5540636818,3,1870,1,63,0
3755342086,12,51754,1,69,1
4961003488,11,4064,0,45,1
6011999606,9,18445,1,45,1
3015071789,8,38780,1,39,0
6011603272,9,11393,1,27,1
3002679093,11,11129,1,35,0
3023054013,4,9775,1,0,0
5501083170,11,36914,1,45,1
3553629419,4,40789,0,63,1
3885949205,9,35588,1,67,1
2131998653,11,38398,1,100,1
5152054598,4,32886,1,4,1
4986925034,0,77,0,79,0
3027303769,3,24841,1,100,0
4957924165,12,37274,1,100,0
3572976568,12,37330,1,33,0
6573561108,11,37544,0,27,1
4727244663,8,37420,0,100,1
4393520897,11,23045,1,46,0
3533012926,4,9572,0,100,1
3019962138,8,9761,0,18,1
6390300147,9,19372,1,52,1
3526826139,4,41890,1,100,0
4462038234,2,4984,0,100,1
3565423334,4,11326,1,100,1
4497913965,1,18215,1,100,0
4060579726,9,17889,1,100,0
6506982560,4,68459,0,63,1
4610050989,4,12360,1,92,0
4600155880,0,922,1,22,1
3458324604,0,38999,1,100,0
3805200299,3,23335,0,100,0
2131865515,3,30456,1,100,0
4476840372,2,1184,1,29,0
4601636330,8,35812,1,98,1
4651007077,9,191160,0,96,1
4500002361,8,38162,1,50,1
4657269323,3,14485,0,100,0
1800692534,1,2457,1,22,1
3592931352,9,39056,1,100,1
3577578023,3,9853,0,58,1
3506042666,4,32127,0,79,0
3554818239,9,18203,1,16,1
3540210836,9,23565,1,100,1
3453891715,4,15404,1,58,0
4265776278,12,39050,0,100,0
4377338765,3,28208,1,46,0
3712844247,9,291666,1,100,1
2703186189,4,51170,0,80,1
3506040590,12,26052,1,86,1
3004237843,4,791,1,12,1
4878364946,11,38893,0,100,1
3708774952,9,12718,0,58,0
4561546772,2,1816,1,86,0
4155021259,2,2215,0,58,1
4742883543,2,3545,0,98,1
6528911529,9,37999,0,50,1
3755342086,9,23324,1,69,1
3434640138,2,14949,0,62,1
3023543871,4,12774,1,35,0
3526826139,8,37853,1,100,0
3523898249,2,3193,1,98,0
3459339645,3,17647,0,63,0
3744977175,4,45909,0,100,0
2720433095,4,6271,1,100,0
2286236465,12,36279,0,100,1
4745996322,2,6462,0,100,0
3500165543,4,9173,1,58,0
2248348993,2,10419,0,73,1
4149238353,4,16564,1,86,0
1800466171,2,6436,0,100,0
2248348993,8,38915,0,73,0
4653178848,2,10039,1,75,0
4509142395,8,38117,0,100,0
2576709887,1,467,1,79,0
2720012583,11,16368,1,40,0
3023054013,2,1153,1,0,1
6304848798,12,50760,1,4,0
1800467653,1,3845,1,56,0
4671727014,2,1220,1,100,0
3534330126,9,18423,1,23,0
3551217896,9,37690,0,18,1
3023543871,2,4484,1,35,1
4169388510,12,22365,0,62,0
4555104582,2,2783,1,46,0
6390773099,2,12780,1,33,0
3044243907,4,97376,0,46,0
4424338559,2,10914,0,90,1
4060579726,12,34969,1,100,0
4640395708,2,12038,0,100,0
6042292873,8,23382,1,100,1
3710342935,4,19363,1,45,1
4239552724,2,6919,1,100,0
6011388901,2,12515,0,100,0
4961003488,8,34981,0,45,0
2576709887,9,37544,1,79,1
6049559310,9,35116,1,100,1
3759746806,3,21640,0,4,0
3596357274,4,17428,1,4,0
3023526871,8,35453,1,23,1
4890424426,2,3157,1,29,1
3014353592,2,13235,0,40,1
3778959910,4,14063,0,50,0
4070511711,11,37015,0,39,1
3412830584,8,42273,1,100,0
4488258847,9,34520,0,100,1
5718440999,1,3528,0,100,0
3013182642,8,135,0,100,1
6011581063,9,38634,1,16,0
6011305591,2,8738,1,79,1
3648588755,4,6046,1,100,0
3458324604,0,36892,1,100,1
3553629419,2,13207,0,63,0
4633065159,2,1977,0,100,1
2283743876,2,7974,0,100,0
3775501673,2,14260,1,85,1
3706122178,9,45611,0,63,1
3853048994,3,855,0,86,0
6761021244,8,82729,0,69,0
4642255475,2,17456,0,75,0
3500969075,3,28461,1,100,0
6011679934,2,6644,0,0,0
4873783502,9,11691,0,0,0
4788103653,4,10275,0,100,0
4657269323,12,16956,0,100,0
4181833256,4,20841,0,86,0
3526826139,11,32676,1,100,0
3536818734,2,3388,1,46,1
2475085306,12,23286,1,100,0
4512828414,4,27367,0,58,1
3582754887,12,35773,1,39,0
4710826438,2,2794,1,56,0
6011693194,2,11178,0,100,0
3560697798,9,34256,1,100,1
4997733566,4,94695,0,10,0
3458324604,12,115103,1,100,1
3023875590,8,36627,0,12,0
4158945090,4,16118,1,0,0
2131567475,4,10824,1,52,0
4550599031,9,157122,0,33,1
5713652351,3,21564,0,100,1
2131935961,4,24613,1,100,0
3598895972,4,19549,1,22,0
4914700582,8,37173,1,100,1
2706977570,2,757,1,29,0
4128027264,2,8223,1,100,0
4745996322,3,12583,0,100,1
4334230547,2,4405,1,33,1
3769444815,0,81712,0,90,1
4128730454,2,10914,0,100,0
6759098980,0,30889,1,56,1
3558881852,4,41295,1,96,1
6524376634,12,10725,0,100,0
4933461930,3,7485,1,18,1
3564839259,8,39050,1,85,0
2131957540,2,9357,1,22,0
3023054013,8,44150,1,0,0
3566373869,11,17087,1,50,0
3026354041,12,23824,1,67,0
4708992452,8,37229,1,100,0
4810789809,2,8997,0,86,1
4502539526,4,5683,0,100,1
6304249875,4,5216,0,46,1
4727244663,4,7178,0,100,1
4874017206,2,4675,0,52,1
3026354041,11,34587,1,67,1
3776545903,4,4205,1,27,0
2268221587,2,2286,0,63,0
3752483078,11,14528,1,33,0
4855853415,2,5439,1,100,0
3564839259,9,30855,1,85,1
4587577161,2,201,0,12,0
3858048561,11,235,0,33,1
6517217825,11,35301,1,85,0
4736845434,4,20875,0,100,0
3506042666,12,16242,0,79,1
3583793405,8,37223,0,16,1
3575789281,2,15927,0,92,0
1800810328,9,38538,0,100,0
3567697931,2,19193,1,100,1
4134456652,9,14297,1,67,0
3752483078,2,251,1,33,0
3725200497,2,9510,0,100,1
6762986333,2,17289,0,10,1
6011348830,4,16748,1,40,0
4926376199,8,37617,0,23,1
3035737246,11,137670,1,33,0
4716561796,2,3839,0,10,1
4822367783,8,36228,1,98,0
4060579726,0,37662,1,100,0
6011581063,12,38898,1,16,1
5596347693,12,36706,1,100,1
2131612312,0,28281,0,62,0
5388659976,12,38111,1,67,0
3885949205,0,33587,1,67,1
2254799658,3,8463,0,80,0
4488258847,11,27949,0,100,0
6304690407,8,36672,0,100,1
2719496466,12,37842,0,100,1
5018994534,12,34228,0,22,0
6304256733,12,38735,1,22,1
4186530744,12,38308,0,39,1
3567697931,3,5467,1,100,0
3051820676,3,7137,0,29,1
3032838444,2,2164,0,100,0
4476840372,2,2162,1,29,1
3772340096,9,34514,0,45,0
3723824414,2,5259,1,45,0
4092452671,4,40350,1,100,0
3517814635,2,122,1,100,0
3438190486,1,20300,0,100,0
3560697798,1,10393,1,100,0
6011504998,4,15131,0,10,1
4220495028,4,8864,0,45,1
3741252010,2,2254,1,16,0
4457732997,11,11118,1,75,0
3759045276,4,22589,1,100,0
4745996322,3,18855,0,100,0
4464457352,2,2252,0,92,1
4550599031,2,2221,0,33,1
3459339645,3,8941,0,63,1
4450831335,4,3823,0,10,0
4862293128,2,6636,0,96,1
3011842374,2,776,1,100,0
4334230547,12,36212,1,33,0
4988304376,4,22190,1,100,0
2131531517,2,19906,0,100,0
6011438889,2,2798,0,100,0
3759045276,4,21685,1,100,1
4935858973,9,23104,1,12,1
3521815216,11,17323,1,29,0
3595192916,4,24425,1,100,1
3770266712,2,5306,0,6,1
3511378610,4,7807,1,4,1
4292902571,2,1321,1,100,0
3748218190,4,142891,1,100,1
4247921790,0,344623,0,100,0
4400011257,4,32701,0,40,0
3500969075,4,7869,1,100,0
2235613922,2,13016,0,40,1
3766568869,2,15418,1,69,1
3560697798,4,2867,1,100,0
4792627764,9,151075,0,29,0
3423199859,4,13647,1,23,1
4446368897,4,29919,1,75,0
4538566639,2,2719,1,39,1
6011438889,4,54643,0,100,1
3789049388,2,11155,0,69,1
3412830584,11,33896,1,100,1
4822367783,2,606,1,98,1
6593939509,3,7457,0,58,1
4306630852,0,32924,0,79,1
4128027264,2,8665,1,100,0
4025612008,11,20699,0,100,1
2260801330,1,29973,0,100,0
4377338765,4,22379,1,46,0
2266735643,4,14741,1,4,0
4992346398,9,166098,1,100,0
4198470814,2,12909,0,10,1
4424338559,2,242,0,90,0
3525590521,4,7300,1,63,1
5104807169,3,9494,0,29,1
3672269901,3,21671,0,80,1
4149635823,2,4405,1,23,1
6547670341,11,38426,1,100,0
6011552879,4,9331,1,46,0
3575789281,3,10003,0,92,0
4601636330,2,8707,1,98,0
4427805710,2,5642,0,100,1
5038744073,4,6670,1,12,1
6042785159,12,36275,1,18,0
3582754887,4,48247,1,39,0
6304515344,2,17518,0,4,0
4103158249,9,20221,1,52,0
4079773899,8,35419,1,45,1
3436689712,12,36251,0,100,0
3024889883,2,11095,1,100,1
2706977570,9,16202,1,29,1
4587657402,2,7727,0,100,1
3040429115,4,87400,0,100,1
3412830584,4,23989,1,100,1
3741252010,4,19678,1,16,0
4423489490,8,7251,1,96,0
3592325941,9,38859,0,100,0
4155021259,2,12619,0,58,0
2131124025,2,4255,0,63,0
3854431272,2,11346,0,100,1
4855488158,11,8392,1,100,1
3057019751,1,22235,1,100,1
3023543871,4,9876,1,35,1
2720433095,3,24942,1,100,1
3054645331,12,86242,1,100,0
3044243907,2,10728,0,46,1
3576281490,2,2044,1,98,1
3564839259,9,37892,1,85,1
6011860238,3,28225,0,100,0
4640395708,4,39412,0,100,0
4555104582,9,12234,1,46,1
1800490329,4,21392,1,69,1
6390300147,4,6504,1,52,1
3401031993,12,36436,0,100,0
3732130266,4,8025,1,80,1
4358137750,2,5844,0,4,0
3560246577,1,19543,0,100,0
3559679414,9,25330,0,98,1
4294040533,2,13387,0,75,0
6573561108,11,37296,0,27,1
5812930832,12,43936,1,92,0
4451438912,2,11448,0,100,0
2291163933,2,2086,1,33,1
3782786198,9,16034,0,56,1
3791413941,2,2146,1,39,1
3036026046,8,35953,0,67,1
3533177016,4,42851,1,100,0
4769426683,8,38645,0,100,0
5619427633,4,79610,0,69,1
3592931352,4,32290,1,100,0
4010002218,4,65682,0,58,0
3415461990,4,17896,1,100,1
6595970453,9,36965,0,22,0
3561963695,11,9971,1,58,0
2283743876,2,3036,0,100,0
4634955908,2,8204,0,0,0
3504178999,3,18366,1,100,0
4488258847,12,35324,0,100,1
3782786198,2,4096,0,56,0
2131577679,9,26398,0,63,0
4474324669,0,30705,1,100,0
4560395181,9,121910,0,4,0
3710091693,3,29709,1,100,1
3590736522,4,71258,0,12,1
3577663406,4,52215,1,27,0
6304233373,4,15440,0,29,1
4809701904,4,85663,0,58,1
5836994826,2,190,0,100,1
3521417320,4,74360,0,12,0
4683638447,8,35770,1,4,1
4646845581,9,31946,0,98,0
6528911529,12,24189,0,50,1
2131807426,4,14917,0,100,1
4607072969,3,4649,0,63,1
3583635130,4,78615,0,63,0
3044243907,2,5608,0,46,0
4792627764,2,887,0,29,1
3501509250,4,9244,1,29,1
4060579726,4,6515,1,100,1
6597888193,12,37240,1,50,1
4904681492,2,14280,0,98,1
1800174429,1,15738,0,100,0
3853048994,4,2625,0,86,1
2356276337,3,18751,1,40,0
3545109339,2,8935,1,100,1
4500002361,4,33145,1,50,0
4736845434,2,18181,0,100,0
5020495684,4,29458,1,67,0
3598215285,4,63968,0,16,0
6011305591,9,6121,1,79,1
4646845581,9,36948,0,98,1
3565423334,11,39039,1,100,1
3712264401,2,43,0,6,0
3596217206,2,4652,0,80,0
6011681934,9,37471,0,96,0
3576431665,4,75316,0,46,0
1800677845,11,35852,0,100,0
4981132848,4,30132,1,100,0
3565996340,3,2370,1,4,1
3556613125,2,11296,1,100,0
4462038234,11,88147,0,100,0
3558652751,4,9988,0,100,0
3003038024,4,17773,1,100,0
4926376199,3,17838,0,23,1
2131567475,3,2314,1,52,1
4570636521,8,33413,0,80,1
2235613922,2,11122,0,40,1
3573030041,2,38,0,92,1
3566094707,3,218,0,16,0
4710826438,11,11882,1,56,1
2242542703,2,20789,1,100,1
4449530933,3,21238,0,100,1
3565943051,0,38117,1,62,1
6506116513,9,17312,0,58,1
4956828990,8,37802,1,40,0
6596735789,12,87388,1,85,0
4536996888,8,34621,1,4,0
6528911529,2,10278,0,50,1
2131737538,0,36375,1,79,0
4147608975,9,38567,1,100,1
4186530744,1,22132,0,39,0
3779931053,2,1917,1,12,1
2131807426,4,47314,0,100,0
5702731513,9,35936,1,50,1
1800671518,2,709,0,100,0
2242542703,3,24347,1,100,1
3597337756,4,7330,0,100,1
3566094707,9,20165,0,16,1
4265776278,11,36414,0,100,0
1800311904,8,30614,0,10,0
3546897637,2,3050,0,100,0
5018994534,2,12236,0,22,1
3551217896,2,1934,0,18,1
6526777409,12,37600,1,100,1
6011148190,9,39867,0,100,1
3513618443,4,21263,0,100,0
4992346398,11,35312,1,100,1
4935858973,4,14558,1,12,0
4640395708,12,36071,0,100,1
4826655832,4,27052,0,56,0
4260128500,2,2535,0,100,0
3547560454,2,1080,1,39,1
3596217206,8,34183,0,80,0
3547560454,11,17248,1,39,0
3764452667,8,37055,0,46,1
3514897282,1,4531,1,100,0
5456712664,8,26786,0,67,1
3749300711,8,37471,1,10,1
4209696857,4,35556,0,10,1
1800944193,2,2961,0,4,0
3710342935,4,42880,1,45,1
4561368699,3,4821,0,86,1
4450831335,8,35942,0,10,1
4767265376,12,37943,0,67,1
4225990116,11,10121,1,39,0
6011948324,2,12544,0,67,1
6304249875,4,251,0,46,0
3519232971,9,37246,1,67,0
4826655832,2,8570,0,56,1
2297447006,12,339907,0,79,1
6304713680,4,23938,1,6,1
4244953610,4,12163,1,100,0
6011109736,4,54289,0,52,0
3528407217,4,85759,0,75,1
4798937978,2,24113,1,100,1
2131249783,11,34104,1,62,0
2222001896,2,8774,0,10,1
4707867759,4,18323,0,39,0
4005676619,4,5930,1,100,1
3054645331,2,10303,1,100,0
3577578023,8,34537,0,58,1
2703186189,4,57459,0,80,1
4302475216,4,15446,1,50,0
4149238353,11,10899,1,86,1
5608811347,12,247556,0,100,0
4586260469,12,3457,0,100,0
2248735346,2,26364,1,62,1
6011382886,8,11405,1,100,1
3002679093,9,20896,1,35,1
4961003488,4,28367,0,45,1
3879741070,4,13147,1,10,1
4292743669,2,12302,1,0,1
3423199859,3,12167,1,23,0
4792627764,3,3379,0,29,1
4450831335,4,1179,0,10,1
4428780983,4,22286,1,100,1
3533742182,3,7963,1,100,1
6011724471,4,78738,0,46,1
3590736522,2,1229,0,12,1
3741252010,12,37353,1,16,1
3590736522,8,233994,0,12,1
6538441737,3,27972,0,100,1
3885949205,12,36802,1,67,1
6042292873,11,295011,1,100,0
6011109736,4,56240,0,52,1
3583093681,4,3702,0,67,1
6761737924,1,7408,0,73,1
5809541733,4,22724,0,79,1
4651007077,8,38954,0,96,0
6304417650,4,27114,0,45,0
2131417125,8,15455,0,63,0
3744977175,2,192,0,100,0
4482427013,11,36397,0,100,0
3589289942,4,13473,0,10,1
3722464593,4,46325,1,22,1
4807552641,8,37656,0,100,1
3429524843,4,21707,0,80,0
4469777115,4,3961,1,40,0
5738601935,4,17778,1,75,0
3582754887,12,52856,1,39,1
4661996144,12,57645,0,56,0
3691358772,4,59269,0,16,1
4312133045,2,11043,1,23,1
6761021244,4,50675,0,69,1
3013523536,8,38241,0,100,0
4128027264,4,23798,1,100,0
3533742182,4,13701,1,100,0
1800692534,1,37000,1,22,1
1800461655,2,15556,0,33,0
3055164394,2,1838,0,0,0
6761737924,1,24571,0,73,1
2657850734,2,10436,1,100,1
4992346398,2,12178,1,100,1
4424338559,4,61410,0,90,1
4670613943,4,15716,0,100,0
3558652751,12,38252,0,100,0
3019962138,4,98079,0,18,1
4265776278,11,17282,0,100,0
6011367958,2,1780,0,86,1
2235335206,12,35829,0,56,0
3501509250,2,9548,1,29,1
6011366578,2,1147,1,100,1
3023543871,2,3423,1,35,1
3759746806,2,10812,0,4,1
2131807426,2,2708,0,100,1
3014353592,4,3834,0,40,0
6592243974,3,34902,1,100,1
6762817728,1,10582,0,100,0
5718440999,1,12178,0,100,0
4979422371,11,36796,0,100,0
3560725013,3,6648,0,22,0
4926376199,4,78120,0,23,0
3015071789,12,37881,1,39,0
4708992452,8,35981,1,100,1
3567879740,8,38893,0,85,1
4396682467,9,36880,1,79,1
3590736522,3,3348,0,12,1
3004433081,9,39005,0,69,0
4063094974,2,17233,0,56,0
3723824414,9,38960,1,45,0
5456776410,4,37855,0,100,0
3732130266,2,2196,1,80,1
3023496602,2,1597,1,23,1
3819902186,3,18102,1,80,1
4824023901,2,6608,0,100,0
3415428106,2,15146,1,85,0
5038744073,4,24392,1,12,1
3598304579,4,11573,1,69,1
5130484058,3,18777,1,29,1
3023496602,2,15429,1,23,0
3567697931,2,4503,1,100,1
3051819615,2,21744,0,12,0
4769426683,4,43914,0,100,0
4497913965,1,14949,1,100,0
3518758680,4,2843,1,92,0
3513618443,12,37437,0,100,0
2131258150,8,34407,1,100,1
4010002218,4,58229,0,58,1
5388659976,8,36313,1,67,1
3551217896,2,10453,0,18,0
4259996134,2,11264,0,27,0
3002679093,3,15489,1,35,1
4223708906,9,23228,1,6,1
4587657402,4,3277,0,100,1
4956828990,2,6925,1,40,0
4005676619,2,11262,1,100,1
3798972445,9,36768,1,100,0
5501083170,4,15283,1,45,1
3501509250,3,11953,1,29,1
6759619178,11,37397,1,33,0
4158945090,3,10284,1,0,1
4067137330,2,16326,0,75,0
2131577679,4,74309,0,63,1
4981132848,4,47483,1,100,1
3567527758,11,37195,0,67,0
3034334441,4,48185,1,67,1
4500002361,2,9801,1,50,1
2235613922,8,35548,0,40,1
4294930380,4,44172,0,100,1
6390957065,2,15944,1,100,1
4988304376,4,39288,1,100,1
2131865515,4,25686,1,100,0
5359543825,8,31355,1,12,0
1800142622,12,37493,0,85,1
5020380913,2,2845,1,35,0
3506042666,2,4759,0,79,0
3607811420,2,5226,1,100,0
1800429464,8,9306,1,86,1
6569097840,9,16793,1,22,1
4170689372,2,11566,1,100,1
3002679093,12,43627,1,35,0
6595970453,11,37605,0,22,1
4292743669,3,17051,1,0,0
6762482822,2,5284,0,33,1
3565423334,2,4590,1,100,0
3589255887,2,7420,1,58,1
6550399784,8,36144,1,63,1
4294930380,9,35633,0,100,1
6011975266,0,36571,0,100,0
5775886862,2,24133,1,100,0
6593250708,3,5689,0,18,0
